section,character_id,scenario,aggression_bucket,variable_group,part_order,clip_category,file_name,spoken_text_to_record,unity_folder,sequence_example,notes
STITCHED_SCENARIO_PARTS,saraswati_chetti,BuyerCounterFinal,,,1,prefix,final_counter_offer_01.wav,My final offer is,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,final_counter_offer_01.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,saraswati_chetti,BuyerCounterFinal,low,,1,prefix,final_counter_offer_02.wav,My final offer is,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,final_counter_offer_02.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,saraswati_chetti,BuyerCounterFinal,medium,,1,prefix,final_counter_offer_03.wav,My final offer is,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,final_counter_offer_03.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,saraswati_chetti,BuyerCounterFinal,high,,1,prefix,final_counter_offer_04.wav,My final offer is,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,final_counter_offer_04.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,saraswati_chetti,BuyerHoldsFirm,,,1,prefix,hold_firm_01.wav,I must stay at,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,hold_firm_01.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,saraswati_chetti,BuyerHoldsFirm,low,,1,prefix,hold_firm_02.wav,I must stay at,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,hold_firm_02.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,saraswati_chetti,BuyerHoldsFirm,medium,,1,prefix,hold_firm_03.wav,I must stay at,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,hold_firm_03.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,saraswati_chetti,BuyerHoldsFirm,high,,1,prefix,hold_firm_04.wav,I must stay at,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,hold_firm_04.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,saraswati_chetti,PlayerAcceptedDeal,,,1,prefix,accept_price_01.wav,Good. We settle at,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,accept_price_01.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,1,variable,number_1.wav,one,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,2,variable,number_2.wav,two,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,3,variable,number_3.wav,three,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,4,variable,number_4.wav,four,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,5,variable,number_5.wav,five,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,6,variable,number_6.wav,six,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,7,variable,number_7.wav,seven,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,8,variable,number_8.wav,eight,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,9,variable,number_9.wav,nine,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,10,variable,number_10.wav,ten,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,11,variable,number_11.wav,eleven,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,12,variable,number_12.wav,twelve,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,13,variable,number_13.wav,thirteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,14,variable,number_14.wav,fourteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,15,variable,number_15.wav,fifteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,16,variable,number_16.wav,sixteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,17,variable,number_17.wav,seventeen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,18,variable,number_18.wav,eighteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,19,variable,number_19.wav,nineteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,20,variable,number_20.wav,twenty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,21,variable,number_30.wav,thirty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,22,variable,number_40.wav,forty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,23,variable,number_50.wav,fifty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,24,variable,number_60.wav,sixty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,25,variable,number_70.wav,seventy,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,26,variable,number_80.wav,eighty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,27,variable,number_90.wav,ninety,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,28,variable,number_100.wav,one hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,29,variable,number_200.wav,two hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,30,variable,number_300.wav,three hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,31,variable,number_400.wav,four hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,32,variable,number_500.wav,five hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,33,variable,number_600.wav,six hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,34,variable,number_700.wav,seven hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,35,variable,number_800.wav,eight hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,NUMBERS,36,variable,number_900.wav,nine hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,CURRENCY,1,variable,currency_varahas.wav,varahas,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,SPICES,1,variable,spice_pepper.wav,pepper,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,SPICES,2,variable,spice_cardamom.wav,cardamom,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,SPICES,3,variable,spice_cinnamon.wav,cinnamon,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,SPICES,4,variable,spice_clove.wav,clove,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,QUANTITIES,1,variable,quantity_1_seer.wav,one seer,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,QUANTITIES,2,variable,quantity_2_seers.wav,two seers,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,QUANTITIES,3,variable,quantity_1_veesai.wav,one veesai,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,QUANTITIES,4,variable,quantity_2_veesai.wav,two veesai,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,COMMON_SUFFIXES,1,suffix,for.wav,for,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,COMMON_SUFFIXES,2,suffix,for_this_lot.wav,for this lot,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,COMMON_SUFFIXES,3,suffix,we_have_a_deal.wav,we have a deal,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,saraswati_chetti,,,COMMON_SUFFIXES,4,suffix,of.wav,of,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared connector clip for quantity plus spice stitching.
SHARED_VARIABLES,saraswati_chetti,,,COMMON_SUFFIXES,5,suffix,for_my_shop.wav,for my shop,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared suffix for Saraswati greeting stitching.
SHARED_VARIABLES,saraswati_chetti,,,COMMON_SUFFIXES,6,suffix,for_trade_and_temple_customers.wav,for trade and temple customers,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared suffix for Saraswati spice request stitching.
SHARED_VARIABLES,saraswati_chetti,,,COMMON_SUFFIXES,7,suffix,for_my_shop_shelves.wav,for my shop shelves,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared suffix for Saraswati quantity stitching.
