section,character_id,scenario,aggression_bucket,variable_group,part_order,clip_category,file_name,spoken_text_to_record,unity_folder,sequence_example,notes
FULL_DIALOGUE_CLIPS,abdul_rahman,SellerPriceTooHigh,high,,1,full,price_too_high_04.wav,Do not mistake me for a new trader. I know the value of these spices.,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/full/,price_too_high_04.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,abdul_rahman,SocialGreeting,,,1,full,social_greeting_01.wav,"You speak kindly, merchant. Let us make a fair bargain worthy of travellers and traders.",Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/full/,social_greeting_01.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,abdul_rahman,TimePressure,,,1,full,time_pressure_01.wav,My caravan cannot wait much longer. The port road is calling me.,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/full/,time_pressure_01.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,abdul_rahman,TimePressure,low,,1,full,time_pressure_02.wav,Please decide soon. My companions and cargo are waiting.,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/full/,time_pressure_02.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,abdul_rahman,TimePressure,medium,,1,full,time_pressure_03.wav,"Decide now, merchant. The road and the port do not wait for us.",Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/full/,time_pressure_03.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,abdul_rahman,TimePressure,high,,1,full,time_pressure_04.wav,Enough waiting. Decide now or I will take my trade elsewhere.,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/full/,time_pressure_04.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,abdul_rahman,TransactionFailure,,,1,full,walk_away_01.wav,Then I will leave without buying today and carry my coins to another stall.,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/full/,walk_away_01.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,abdul_rahman,TransactionFailure,low,,1,full,walk_away_02.wav,Then I will leave it for now. Perhaps another merchant will meet me better.,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/full/,walk_away_02.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,abdul_rahman,TransactionFailure,medium,,1,full,walk_away_03.wav,Then I will go. We are not agreeing like men of fair trade today.,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/full/,walk_away_03.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,abdul_rahman,TransactionFailure,high,,1,full,walk_away_04.wav,No deal. I have crossed too many markets to accept this.,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/full/,walk_away_04.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,abdul_rahman,TransactionSuccess,,,1,full,transaction_success_01.wav,Good trade. I will remember this stall when I next return by sea and road.,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/full/,transaction_success_01.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,abdul_rahman,UnclearSpeech,,,1,full,clarification_01.wav,I did not hear you clearly over the bazaar. please speak clearly,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/full/,clarification_01.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,abdul_rahman,Unknown,,,1,full,fallback_01.wav,Please speak plainly. please speak clearly,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/full/,fallback_01.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
STITCHED_SCENARIO_PARTS,abdul_rahman,AskBuyerBudget,,,1,prefix,initial_offer_01.wav,I can offer,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,initial_offer_01.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,AskWhatBuyerWants,,,1,prefix,ask_spice_01.wav,I need,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,ask_spice_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + for_the_next_caravan_and_port_journey.wav,Character-specific prefix for quantity and spice request.
STITCHED_SCENARIO_PARTS,abdul_rahman,AskWhatBuyerWants,,,2,suffix,of.wav,of,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,ask_spice_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + for_the_next_caravan_and_port_journey.wav,Shared connector between quantity and spice.
STITCHED_SCENARIO_PARTS,abdul_rahman,AskWhatBuyerWants,,,3,suffix,for_the_next_caravan_and_port_journey.wav,for the next caravan and port journey,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,ask_spice_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + for_the_next_caravan_and_port_journey.wav,Shared suffix after spice name.
STITCHED_SCENARIO_PARTS,abdul_rahman,AskQuantity,,,1,prefix,ask_quantity_01.wav,I need,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,ask_quantity_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + for_the_next_road_from_port_to_caravan.wav,Character-specific prefix for quantity answer.
STITCHED_SCENARIO_PARTS,abdul_rahman,AskQuantity,,,2,suffix,of.wav,of,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,ask_quantity_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + for_the_next_road_from_port_to_caravan.wav,Shared connector between quantity and spice.
STITCHED_SCENARIO_PARTS,abdul_rahman,AskQuantity,,,3,suffix,for_the_next_road_from_port_to_caravan.wav,for the next road from port to caravan,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,ask_quantity_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + for_the_next_road_from_port_to_caravan.wav,Shared suffix after spice name.
STITCHED_SCENARIO_PARTS,abdul_rahman,SellerPriceSlightlyHigh,,,1,prefix,counter_offer_01.wav,A little high. Make it,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,counter_offer_01.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerCounterFirst,,,1,prefix,initial_offer_02.wav,I can offer,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,initial_offer_02.wav + number_30.wav + currency_varahas.wav + for.wav + spice_pepper.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerCounterFirst,,,2,suffix,for.wav,for,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,initial_offer_02.wav + number_30.wav + currency_varahas.wav + for.wav + spice_pepper.wav,Shared suffix used between price and spice name.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerCounterMiddle,,,1,prefix,counter_offer_02.wav,I can increase my offer to,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,counter_offer_02.wav + number_30.wav + currency_varahas.wav + for.wav + spice_pepper.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerCounterMiddle,low,,1,prefix,counter_offer_03.wav,"I can increase a little, to",Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,counter_offer_03.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerCounterMiddle,medium,,1,prefix,counter_offer_04.wav,I can increase my offer to,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,counter_offer_04.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerCounterMiddle,high,,1,prefix,counter_offer_05.wav,I can increase to,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,counter_offer_05.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerCounterMiddle,,,2,suffix,for.wav,for,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,counter_offer_02.wav + number_30.wav + currency_varahas.wav + for.wav + spice_pepper.wav,Shared suffix used between price and spice name.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerCounterFinal,,,1,prefix,final_counter_offer_01.wav,My final offer is,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,final_counter_offer_01.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerCounterFinal,low,,1,prefix,final_counter_offer_02.wav,My final offer is,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,final_counter_offer_02.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerCounterFinal,medium,,1,prefix,final_counter_offer_03.wav,My final offer is,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,final_counter_offer_03.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerCounterFinal,high,,1,prefix,final_counter_offer_04.wav,My final offer is,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,final_counter_offer_04.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerHoldsFirm,,,1,prefix,hold_firm_01.wav,I must stay at,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,hold_firm_01.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerHoldsFirm,low,,1,prefix,hold_firm_02.wav,I must stay at,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,hold_firm_02.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerHoldsFirm,medium,,1,prefix,hold_firm_03.wav,I must stay at,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,hold_firm_03.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,BuyerHoldsFirm,high,,1,prefix,hold_firm_04.wav,I must stay at,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,hold_firm_04.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,abdul_rahman,PlayerAcceptedDeal,,,1,prefix,accept_price_01.wav,Good. We settle at,Assets/_Project/Audio/NPCVoices/Level1/abdul_rahman/prefix/,accept_price_01.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,1,variable,number_1.wav,one,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,2,variable,number_2.wav,two,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,3,variable,number_3.wav,three,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,4,variable,number_4.wav,four,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,5,variable,number_5.wav,five,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,6,variable,number_6.wav,six,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,7,variable,number_7.wav,seven,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,8,variable,number_8.wav,eight,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,9,variable,number_9.wav,nine,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,10,variable,number_10.wav,ten,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,11,variable,number_11.wav,eleven,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,12,variable,number_12.wav,twelve,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,13,variable,number_13.wav,thirteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,14,variable,number_14.wav,fourteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,15,variable,number_15.wav,fifteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,16,variable,number_16.wav,sixteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,17,variable,number_17.wav,seventeen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,18,variable,number_18.wav,eighteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,19,variable,number_19.wav,nineteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,20,variable,number_20.wav,twenty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,21,variable,number_30.wav,thirty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,22,variable,number_40.wav,forty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,23,variable,number_50.wav,fifty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,24,variable,number_60.wav,sixty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,25,variable,number_70.wav,seventy,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,26,variable,number_80.wav,eighty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,27,variable,number_90.wav,ninety,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,28,variable,number_100.wav,one hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,29,variable,number_200.wav,two hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,30,variable,number_300.wav,three hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,31,variable,number_400.wav,four hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,32,variable,number_500.wav,five hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,33,variable,number_600.wav,six hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,34,variable,number_700.wav,seven hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,35,variable,number_800.wav,eight hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,NUMBERS,36,variable,number_900.wav,nine hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,CURRENCY,1,variable,currency_varahas.wav,varahas,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,SPICES,1,variable,spice_pepper.wav,pepper,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,SPICES,2,variable,spice_cardamom.wav,cardamom,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,SPICES,3,variable,spice_cinnamon.wav,cinnamon,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,SPICES,4,variable,spice_clove.wav,clove,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,QUANTITIES,1,variable,quantity_1_seer.wav,one seer,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,QUANTITIES,2,variable,quantity_2_seers.wav,two seers,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,QUANTITIES,3,variable,quantity_1_veesai.wav,one veesai,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,QUANTITIES,4,variable,quantity_2_veesai.wav,two veesai,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,COMMON_SUFFIXES,1,suffix,for.wav,for,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,COMMON_SUFFIXES,2,suffix,for_this_lot.wav,for this lot,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,COMMON_SUFFIXES,3,suffix,we_have_a_deal.wav,we have a deal,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,abdul_rahman,,,COMMON_SUFFIXES,4,suffix,of.wav,of,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared connector clip for quantity plus spice stitching.
SHARED_VARIABLES,abdul_rahman,,,COMMON_SUFFIXES,5,suffix,for_the_next_caravan_and_port_journey.wav,for the next caravan and port journey,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared suffix for Abdul spice request stitching.
SHARED_VARIABLES,abdul_rahman,,,COMMON_SUFFIXES,6,suffix,for_the_next_road_from_port_to_caravan.wav,for the next road from port to caravan,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared suffix for Abdul quantity stitching.
