section,character_id,scenario,aggression_bucket,variable_group,part_order,clip_category,file_name,spoken_text_to_record,unity_folder,sequence_example,notes
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,3,variable,number_3.wav,three,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,4,variable,number_4.wav,four,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,5,variable,number_5.wav,five,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,6,variable,number_6.wav,six,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,7,variable,number_7.wav,seven,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,8,variable,number_8.wav,eight,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,9,variable,number_9.wav,nine,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,10,variable,number_10.wav,ten,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,11,variable,number_11.wav,eleven,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,12,variable,number_12.wav,twelve,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,13,variable,number_13.wav,thirteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,14,variable,number_14.wav,fourteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,15,variable,number_15.wav,fifteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,16,variable,number_16.wav,sixteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,17,variable,number_17.wav,seventeen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,18,variable,number_18.wav,eighteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,19,variable,number_19.wav,nineteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,20,variable,number_20.wav,twenty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,21,variable,number_30.wav,thirty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,22,variable,number_40.wav,forty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,23,variable,number_50.wav,fifty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,24,variable,number_60.wav,sixty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,25,variable,number_70.wav,seventy,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,26,variable,number_80.wav,eighty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,27,variable,number_90.wav,ninety,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,28,variable,number_100.wav,one hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,29,variable,number_200.wav,two hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,30,variable,number_300.wav,three hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,31,variable,number_400.wav,four hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,32,variable,number_500.wav,five hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,33,variable,number_600.wav,six hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,34,variable,number_700.wav,seven hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,35,variable,number_800.wav,eight hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,NUMBERS,36,variable,number_900.wav,nine hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,CURRENCY,1,variable,currency_varahas.wav,varahas,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,SPICES,1,variable,spice_pepper.wav,pepper,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,SPICES,2,variable,spice_cardamom.wav,cardamom,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,SPICES,3,variable,spice_cinnamon.wav,cinnamon,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,SPICES,4,variable,spice_clove.wav,clove,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,QUANTITIES,1,variable,quantity_1_seer.wav,one seer,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,QUANTITIES,2,variable,quantity_2_seers.wav,two seers,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,QUANTITIES,3,variable,quantity_1_veesai.wav,one veesai,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,QUANTITIES,4,variable,quantity_2_veesai.wav,two veesai,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,COMMON_SUFFIXES,1,suffix,for.wav,for,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,COMMON_SUFFIXES,2,suffix,for_this_lot.wav,for this lot,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,COMMON_SUFFIXES,3,suffix,we_have_a_deal.wav,we have a deal,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,lakshmi_amma,,,COMMON_SUFFIXES,4,suffix,of.wav,of,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared connector clip for quantity plus spice stitching.
SHARED_VARIABLES,lakshmi_amma,,,COMMON_SUFFIXES,5,suffix,for_the_house_today.wav,for the house today,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared suffix for Lakshmi greeting stitching.
SHARED_VARIABLES,lakshmi_amma,,,COMMON_SUFFIXES,6,suffix,for_cooking_and_festival_dishes.wav,for cooking and festival dishes,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared suffix for Lakshmi spice request stitching.
SHARED_VARIABLES,lakshmi_amma,,,COMMON_SUFFIXES,7,suffix,for_my_kitchen_jars.wav,for my kitchen jars,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared suffix for Lakshmi quantity stitching.
