section,character_id,scenario,aggression_bucket,variable_group,part_order,clip_category,file_name,spoken_text_to_record,unity_folder,sequence_example,notes
FULL_DIALOGUE_CLIPS,chinnamma_naik,TimePressure,,,1,full,time_pressure_01.wav,Do not delay. Market time and money both are moving.,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,time_pressure_01.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,chinnamma_naik,TimePressure,low,,1,full,time_pressure_02.wav,"Decide soon, merchant. I still have accounts waiting.",Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,time_pressure_02.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,chinnamma_naik,TimePressure,medium,,1,full,time_pressure_03.wav,Decide now. The market is moving and I will move with it.,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,time_pressure_03.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,chinnamma_naik,TimePressure,high,,1,full,time_pressure_04.wav,Enough delay. Answer now or I will close this bargain myself.,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,time_pressure_04.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,chinnamma_naik,TransactionFailure,,,1,full,walk_away_01.wav,Then I will take my business to a sharper stall.,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,walk_away_01.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,chinnamma_naik,TransactionFailure,low,,1,full,walk_away_02.wav,Then I will leave it for now. Another stall may speak more wisely.,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,walk_away_02.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,chinnamma_naik,TransactionFailure,medium,,1,full,walk_away_03.wav,Then I will go. We are not agreeing on a true market price today.,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,walk_away_03.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,chinnamma_naik,TransactionFailure,high,,1,full,walk_away_04.wav,No deal. I have no time left for crooked pricing.,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,walk_away_04.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,chinnamma_naik,TransactionSuccess,,,1,full,transaction_success_01.wav,Good trade. That is how proper business is done in this bazaar.,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,transaction_success_01.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,chinnamma_naik,UnclearSpeech,,,1,full,clarification_01.wav,Speak clearly. I do not bargain with half-heard words. please speak clearly,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,clarification_01.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
FULL_DIALOGUE_CLIPS,chinnamma_naik,Unknown,,,1,full,fallback_01.wav,Say it plainly. please speak clearly,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,fallback_01.wav,Complete line. Spoken text uses sample values where the runtime line is dynamic.
STITCHED_SCENARIO_PARTS,chinnamma_naik,AskBuyerBudget,,,1,prefix,initial_offer_01.wav,I can offer,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,initial_offer_01.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,CustomerGreeting,,,1,prefix,greeting_01.wav,"Namaskara, merchant. I came for",Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,greeting_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + let_us_talk_straight.wav,Character-specific prefix for dynamic greeting.
STITCHED_SCENARIO_PARTS,chinnamma_naik,CustomerGreeting,,,2,suffix,of.wav,of,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,greeting_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + let_us_talk_straight.wav,Shared connector between quantity and spice.
STITCHED_SCENARIO_PARTS,chinnamma_naik,CustomerGreeting,,,3,suffix,let_us_talk_straight.wav,Let us talk straight,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,greeting_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + let_us_talk_straight.wav,Shared suffix after spice name.
STITCHED_SCENARIO_PARTS,chinnamma_naik,AskWhatBuyerWants,,,1,prefix,ask_spice_01.wav,I want,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,ask_spice_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + for_trade.wav,Character-specific prefix for quantity and spice request.
STITCHED_SCENARIO_PARTS,chinnamma_naik,AskWhatBuyerWants,,,2,suffix,of.wav,of,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,ask_spice_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + for_trade.wav,Shared connector between quantity and spice.
STITCHED_SCENARIO_PARTS,chinnamma_naik,AskWhatBuyerWants,,,3,suffix,for_trade.wav,for trade,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,ask_spice_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + for_trade.wav,Shared suffix after spice name.
STITCHED_SCENARIO_PARTS,chinnamma_naik,AskQuantity,,,1,prefix,ask_quantity_01.wav,I need,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,ask_quantity_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + for_trade_accounts.wav,Character-specific prefix for quantity answer.
STITCHED_SCENARIO_PARTS,chinnamma_naik,AskQuantity,,,2,suffix,of.wav,of,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,ask_quantity_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + for_trade_accounts.wav,Shared connector between quantity and spice.
STITCHED_SCENARIO_PARTS,chinnamma_naik,AskQuantity,,,3,suffix,for_trade_accounts.wav,for trade accounts,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,ask_quantity_01.wav + quantity_1_seer.wav + of.wav + spice_pepper.wav + for_trade_accounts.wav,Shared suffix after spice name.
STITCHED_SCENARIO_PARTS,chinnamma_naik,SellerPriceSlightlyHigh,,,1,prefix,counter_offer_01.wav,A little high. Make it,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,counter_offer_01.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerCounterFirst,,,1,prefix,initial_offer_02.wav,I can offer,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,initial_offer_02.wav + number_30.wav + currency_varahas.wav + for.wav + spice_pepper.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerCounterFirst,,,2,suffix,for.wav,for,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,initial_offer_02.wav + number_30.wav + currency_varahas.wav + for.wav + spice_pepper.wav,Shared suffix used between price and spice name.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerCounterMiddle,,,1,prefix,counter_offer_02.wav,I can increase my offer to,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,counter_offer_02.wav + number_30.wav + currency_varahas.wav + for.wav + spice_pepper.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerCounterMiddle,low,,1,prefix,counter_offer_03.wav,"I can increase a little, to",Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,counter_offer_03.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerCounterMiddle,medium,,1,prefix,counter_offer_04.wav,I can increase my offer to,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,counter_offer_04.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerCounterMiddle,high,,1,prefix,counter_offer_05.wav,I can increase to,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,counter_offer_05.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerCounterMiddle,,,2,suffix,for.wav,for,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,counter_offer_02.wav + number_30.wav + currency_varahas.wav + for.wav + spice_pepper.wav,Shared suffix used between price and spice name.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerCounterFinal,,,1,prefix,final_counter_offer_01.wav,My final offer is,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,final_counter_offer_01.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerCounterFinal,low,,1,prefix,final_counter_offer_02.wav,My final offer is,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,final_counter_offer_02.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerCounterFinal,medium,,1,prefix,final_counter_offer_03.wav,My final offer is,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,final_counter_offer_03.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerCounterFinal,high,,1,prefix,final_counter_offer_04.wav,My final offer is,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,final_counter_offer_04.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerHoldsFirm,,,1,prefix,hold_firm_01.wav,I must stay at,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,hold_firm_01.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerHoldsFirm,low,,1,prefix,hold_firm_02.wav,I must stay at,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,hold_firm_02.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerHoldsFirm,medium,,1,prefix,hold_firm_03.wav,I must stay at,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,hold_firm_03.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,BuyerHoldsFirm,high,,1,prefix,hold_firm_04.wav,I must stay at,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,hold_firm_04.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
STITCHED_SCENARIO_PARTS,chinnamma_naik,PlayerAcceptedDeal,,,1,prefix,accept_price_01.wav,Good. We settle at,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,accept_price_01.wav + number_30.wav + currency_varahas.wav,Character-specific prefix. Record once for this scenario variant.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,1,variable,number_1.wav,one,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,2,variable,number_2.wav,two,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,3,variable,number_3.wav,three,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,4,variable,number_4.wav,four,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,5,variable,number_5.wav,five,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,6,variable,number_6.wav,six,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,7,variable,number_7.wav,seven,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,8,variable,number_8.wav,eight,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,9,variable,number_9.wav,nine,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,10,variable,number_10.wav,ten,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,11,variable,number_11.wav,eleven,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,12,variable,number_12.wav,twelve,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,13,variable,number_13.wav,thirteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,14,variable,number_14.wav,fourteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,15,variable,number_15.wav,fifteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,16,variable,number_16.wav,sixteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,17,variable,number_17.wav,seventeen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,18,variable,number_18.wav,eighteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,19,variable,number_19.wav,nineteen,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,20,variable,number_20.wav,twenty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,21,variable,number_30.wav,thirty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,22,variable,number_40.wav,forty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,23,variable,number_50.wav,fifty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,24,variable,number_60.wav,sixty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,25,variable,number_70.wav,seventy,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,26,variable,number_80.wav,eighty,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,27,variable,number_90.wav,ninety,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,28,variable,number_100.wav,one hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,29,variable,number_200.wav,two hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,30,variable,number_300.wav,three hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,31,variable,number_400.wav,four hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,32,variable,number_500.wav,five hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,33,variable,number_600.wav,six hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,34,variable,number_700.wav,seven hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,35,variable,number_800.wav,eight hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,NUMBERS,36,variable,number_900.wav,nine hundred,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,CURRENCY,1,variable,currency_varahas.wav,varahas,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,SPICES,1,variable,spice_pepper.wav,pepper,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,SPICES,2,variable,spice_cardamom.wav,cardamom,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,SPICES,3,variable,spice_cinnamon.wav,cinnamon,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,SPICES,4,variable,spice_clove.wav,clove,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,QUANTITIES,1,variable,quantity_1_seer.wav,one seer,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,QUANTITIES,2,variable,quantity_2_seers.wav,two seers,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,QUANTITIES,3,variable,quantity_1_veesai.wav,one veesai,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,QUANTITIES,4,variable,quantity_2_veesai.wav,two veesai,Assets/_Project/Audio/NPCVoices/Level1/shared/variable/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,COMMON_SUFFIXES,1,suffix,for.wav,for,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,COMMON_SUFFIXES,2,suffix,for_this_lot.wav,for this lot,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,COMMON_SUFFIXES,3,suffix,we_have_a_deal.wav,we have a deal,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared reusable clip included here so the actor can record from one sheet.
SHARED_VARIABLES,chinnamma_naik,,,COMMON_SUFFIXES,4,suffix,of.wav,of,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared connector clip for quantity plus spice stitching.
SHARED_VARIABLES,chinnamma_naik,,,COMMON_SUFFIXES,5,suffix,let_us_talk_straight.wav,Let us talk straight,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared suffix for Chinnamma greeting stitching.
SHARED_VARIABLES,chinnamma_naik,,,COMMON_SUFFIXES,6,suffix,for_trade.wav,for trade,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared suffix for Chinnamma spice request stitching.
SHARED_VARIABLES,chinnamma_naik,,,COMMON_SUFFIXES,7,suffix,for_trade_accounts.wav,for trade accounts,Assets/_Project/Audio/NPCVoices/Level1/shared/suffix/,,Shared suffix for Chinnamma quantity stitching.
