character_id,voice_actor,scenario,aggression_bucket,clip_type,file_name,folder_path,dialogue_text,recording_note
saraswati_chetti,,BuyerCounterFirst,,prefix,initial_offer_01.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,I can offer,Prefix clip. Stop before spoken price/number.
saraswati_chetti,,BuyerCounterMiddle,,prefix,counter_offer_01.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,I can increase my offer to,Prefix clip. Stop before spoken price/number.
saraswati_chetti,,BuyerCounterMiddle,low,prefix,counter_offer_01_low.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,"I can increase a little, to",Prefix clip for low aggression variant. Stop before spoken price/number.
saraswati_chetti,,BuyerCounterMiddle,medium,prefix,counter_offer_01_medium.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,I can increase my offer to,Prefix clip for medium aggression variant. Stop before spoken price/number.
saraswati_chetti,,BuyerCounterMiddle,high,prefix,counter_offer_01_high.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,I can increase to,Prefix clip for high aggression variant. Stop before spoken price/number.
saraswati_chetti,,BuyerCounterFinal,,prefix,final_counter_offer_01.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,My final offer is,Prefix clip. Stop before spoken price/number.
saraswati_chetti,,BuyerCounterFinal,low,prefix,final_counter_offer_01_low.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,My final offer is,Prefix clip for low aggression variant. Stop before spoken price/number.
saraswati_chetti,,BuyerCounterFinal,medium,prefix,final_counter_offer_01_medium.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,My final offer is,Prefix clip for medium aggression variant. Stop before spoken price/number.
saraswati_chetti,,BuyerCounterFinal,high,prefix,final_counter_offer_01_high.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,My final offer is,Prefix clip for high aggression variant. Stop before spoken price/number.
saraswati_chetti,,BuyerHoldsFirm,,prefix,hold_firm_01.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,I must stay at,Prefix clip. Stop before spoken price/number.
saraswati_chetti,,BuyerHoldsFirm,low,prefix,hold_firm_01_low.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,I must stay at,Prefix clip for low aggression variant. Stop before spoken price/number.
saraswati_chetti,,BuyerHoldsFirm,medium,prefix,hold_firm_01_medium.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,I must stay at,Prefix clip for medium aggression variant. Stop before spoken price/number.
saraswati_chetti,,BuyerHoldsFirm,high,prefix,hold_firm_01_high.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,I must stay at,Prefix clip for high aggression variant. Stop before spoken price/number.
saraswati_chetti,,PlayerAcceptedDeal,,prefix,accept_price_01.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/prefix/,Good. We settle at,Prefix clip. Stop before spoken price/number.
saraswati_chetti,,PlayerRejectedBuyerOffer,,full,player_rejected_buyer_offer.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,Then we have no deal today. I do not trade without balance.,Full line. Preserve character identity and conversational delivery.
saraswati_chetti,,HistoryQuestion,,full,history_question.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,"Hampi's temples and markets teach many things, but first let us finish this trade.",Full line. Preserve character identity and conversational delivery.
saraswati_chetti,,SocialGreeting,,full,social_greeting.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,You speak well. Now let us see if the spice and the price both have honour.,Full line. Preserve character identity and conversational delivery.
saraswati_chetti,,OffTopic,,full,off_topic.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,"Let us stay with the spice, merchant. Trade also has its discipline.",Full line. Preserve character identity and conversational delivery.
saraswati_chetti,,UnclearSpeech,,full,unclear_speech.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,I did not understand properly. Please speak clearly. {ruleReply},Full line. Preserve character identity and conversational delivery.
saraswati_chetti,,TransactionSuccess,,full,transaction_success.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,Good trade. My family name will be safe on this purchase.,Full line. Preserve character identity and conversational delivery.
saraswati_chetti,,TransactionFailure,,full,transaction_failure.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,Then I will look at another stall with better balance of price and quality.,Full line. Preserve character identity and conversational delivery.
saraswati_chetti,,TransactionFailure,low,full,transaction_failure_low.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,Then I will leave it for now. Perhaps another merchant will match the quality.,Full aggression variant: low. Preserve the character tone.
saraswati_chetti,,TransactionFailure,medium,full,transaction_failure_medium.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,Then I will go. We are not agreeing on a worthy bargain today.,Full aggression variant: medium. Preserve the character tone.
saraswati_chetti,,TransactionFailure,high,full,transaction_failure_high.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,"No deal. Reputation also has a price, and this is not it.",Full aggression variant: high. Preserve the character tone.
saraswati_chetti,,TimePressure,,full,time_pressure.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,I cannot wait too long. Shop work and temple orders are waiting.,Full line. Preserve character identity and conversational delivery.
saraswati_chetti,,TimePressure,low,full,time_pressure_low.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,Please decide soon. I still have shop work and temple orders waiting.,Full aggression variant: low. Preserve the character tone.
saraswati_chetti,,TimePressure,medium,full,time_pressure_medium.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,"Decide now, merchant. The market is moving and I must return.",Full aggression variant: medium. Preserve the character tone.
saraswati_chetti,,TimePressure,high,full,time_pressure_high.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,Enough waiting. Decide now or I will take my business elsewhere.,Full aggression variant: high. Preserve the character tone.
saraswati_chetti,,Unknown,,full,unknown.wav,Assets/_Project/Audio/NPCVoices/Level1/saraswati_chetti/full/,Please say it clearly. {ruleReply},Full line. Preserve character identity and conversational delivery.
